# List of all commits from classes found during the repository mining phase (blamed or not)
322
revision,authorexpertise,daysbeforerelease,bug,author,date,packages,files,insertions,deletions,churns,deltalines,hunks,issues,listissues
ed71768c0539ca005a35465b587d51f27083f47e,2224,303,false,Martin Tzvetanov Grigorov,Sex 21-Jun-2013 15:07:49 +0200,4,10,34,34,68,0,21,1,0
ed8d1258740c859a3f00c08d395366e09198b6fa,2733,24,false,Martin Tzvetanov Grigorov,Qui 27-Mar-2014 14:12:55 +0100,17,20,30,30,60,0,30,1,0
edce01ceb6980213504a5af8845c16c50280a2e2,2501,121,false,Martin Tzvetanov Grigorov,Sex 20-Dez-2013 14:19:41 +0200,7,18,119,162,281,-43,73,1,663
f033d30970a149baf909efaa8c42565a2cf79c64,2589,65,false,Martin Tzvetanov Grigorov,Sex 14-Fev-2014 11:19:26 +0200,1,1,2,2,4,0,1,1,0
f0cfce83e3b22073b1a56352f6998892c99832d9,2314,257,false,Martin Tzvetanov Grigorov,Ter 06-Ago-2013 15:54:52 +0200,1,1,7,7,14,0,3,1,5304
f1af9e0389a89f5d37c0fb24fc525c8cc50505b8,362,17,true,svenmeier,Qui 03-Abr-2014 15:42:14 +0200,2,3,29,2,31,27,6,1,5546
f1e84a7999da0904aa7f2ef5cdbebe4fb05eb9d8,2605,61,true,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 11:30:28 +0200,2,4,126,2,128,124,7,1,5498
f31068ba72dc32e3276dedf2a9b5a467c29291cc,265,342,false,svenmeier,Seg 13-Mai-2013 12:48:21 +0200,1,2,58,5,63,53,2,1,0
f3398d74ffcbe5b5f1de5b2392b26d226ae326c6,2298,263,false,Martin Tzvetanov Grigorov,Qua 31-Jul-2013 09:32:33 +0200,1,1,2,3,5,-1,1,1,0
f583754f9deb35d98ec1229e565ea39cee0e296b,2199,306,false,Martin Tzvetanov Grigorov,Ter 18-Jun-2013 10:43:22 +0200,3,3,5,5,10,0,3,1,0
f81ad2a53a7bcba321d3faa7f0b484b0bb431da9,2452,143,false,Martin Tzvetanov Grigorov,Qui 28-Nov-2013 15:03:07 +0100,1,1,4,4,8,0,1,1,0
f91a4ced0de62a4fd4121ca0476407f803840400,2458,136,false,Martin Tzvetanov Grigorov,Qui 05-Dez-2013 17:47:45 +0100,1,1,3,0,3,3,3,1,5436
fa01402233fb56abc0709bcdc6f6a6c008a1abc7,2316,257,true,Martin Tzvetanov Grigorov,Ter 06-Ago-2013 16:41:16 +0200,3,4,19,17,36,2,7,1,5302
faaae8d330a8e1c386f8c87de73db9451828b64b,2180,307,true,Martin Tzvetanov Grigorov,Seg 17-Jun-2013 10:40:48 +0200,1,3,65,2,67,63,3,1,5071
fb4586f11a414cb8cab7ed3e0f5b1aff89477728,2605,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 14:59:19 +0200,1,1,46,31,77,15,1,1,0
fb45a781c24f17d7a44658061c4f17e95c4cd1ef,341,122,true,svenmeier,Qui 19-Dez-2013 15:11:13 +0100,2,3,4,9,13,-5,4,1,5426
fd2fc8b6e0ec562133200ecbc139746ba56673eb,2221,304,true,Martin Tzvetanov Grigorov,Qui 20-Jun-2013 14:10:56 +0200,1,2,44,3,47,41,4,1,5237
fd7ab849202144b183c3cbd69c81b7e4e433be99,2860,63,false,Igor Vaynberg,Sáb 15-Fev-2014 21:56:18 -0800,3,5,188,104,292,84,23,1,0
fe1e621081ebe22c22f6e5b5fa98d51e44d50d76,2298,263,false,Martin Tzvetanov Grigorov,Qua 31-Jul-2013 09:24:20 +0200,1,1,2,2,4,0,2,1,0
fe76e06192af28d0f9ddb0eb5ec912d2c5f089e9,2270,293,false,Martin Tzvetanov Grigorov,Seg 01-Jul-2013 16:05:58 +0300,1,1,1,1,2,0,1,1,0
fea2b8e4e0feb6a7374bcfe6de2da5d1a2feba20,358,30,false,svenmeier,Sex 21-Mar-2014 16:39:29 +0100,2,27,1340,1264,2604,76,30,1,0
feed0b7814855c9d8815826ecd4c75f96da090cf,2690,40,true,Martin Tzvetanov Grigorov,Ter 11-Mar-2014 15:25:03 +0200,1,1,13,1,14,12,2,1,5532
ff4ebd898e1f6a88979fb5a5bb078498e391adaa,2,354,true,Cedric Gatay,Qua 01-Mai-2013 18:31:45 +0200,2,2,39,12,51,27,4,1,4664
ff6a79e5183317af3acf281025b009c5145c3007,2436,150,false,Martin Tzvetanov Grigorov,Qui 21-Nov-2013 16:04:54 +0200,7,33,800,245,1045,555,62,1,5423
ffd7e27401d851337e1c08324c94a6f9611ded59,2589,65,false,Martin Tzvetanov Grigorov,Sex 14-Fev-2014 15:09:59 +0200,1,1,8,7,15,1,3,1,3335
