287
degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
false,88191edb11f324ccbc44d7f18f006db423e43849,2414,159,false,2,6,1,46,107,153,-61,17,11,3
false,88b5d5cb482bc7bb22e2ceb9503e5056b0e89572,2183,307,false,17,22,1,290,149,439,141,50,11,2
false,8a4f6a722ad61c261f92ff2ccaae08ab10c53932,2068,354,false,4,5,1,62,6,68,56,7,13,4
false,8b4d9de39eedeef10ff1ff0a383606b6b94785bb,1666,621,true,4,10,1,351,328,679,23,53,11,3
false,8c21ccf8c292152d13d02fd8523ea152d0cdd787,2249,299,false,1,1,1,40,36,76,4,2,17,3
false,8c96c8b7d1d392a0b8b8b8e0fd1a92bebfcce6b0,2170,311,false,1,1,1,1,1,2,0,1,14,5
false,8ccb1f6de4479bef623bc97dd4ad4abeb7b802df,2475,125,true,1,4,1,94,18,112,76,11,15,2
false,8daef11930bb9fd8e5ade92752b903e7d8ec1659,2265,296,false,9,14,1,76,208,284,-132,32,12,6
false,8dd3c24365facb5b3d64e45a4d384aa0007e8524,2691,40,false,5,11,1,168,33,201,135,26,18,3
false,8f998ce6a8003b9fd29c016b1eb682c569e2dee6,2663,45,false,1,1,1,2,6,8,-4,2,10,5
false,9038c385182fa4c981ea20f916a4c3c5c30e207c,2584,67,true,3,6,1,49,11,60,38,9,15,4
false,90c2b18127ff9f902d1ac2c4cf147c1f346d0098,2547,88,false,3,4,1,19,12,31,7,12,12,4
false,91c5ab120aa4ab24d9756bf9b743a85ab9ece6aa,2662,45,false,1,1,1,1,1,2,0,1,10,5
false,936ad6a5c4b4a274762543901b0025f57defb7c4,2146,325,false,2,4,1,13,12,25,1,6,23,4
false,93ce371191bfabf953f9a3d4f5196ca867320cb5,2659,46,false,1,1,1,1,1,2,0,1,16,4
false,96832b461416db3c95af8d2ae0b597b4d33e5066,1,356,true,1,2,1,101,4,105,97,4,19,2
false,972c71522caddfa3c6836dafab6831a9643cbd08,2570,77,false,1,6,1,595,0,595,595,6,10,1
false,99fcd91fe8c3568750f65e7ed830c62b5d46cdaf,2582,72,false,7,39,1,129,5806,5935,-5677,51,15,6
false,9abb70eca7d31c65ac413d9208e8a7e24fee3f62,2429,151,false,1,2,1,32,36,68,-4,8,14,4
false,9b40509320b809321b7970252669dc7f72e04b83,2692,39,false,2,7,1,265,140,405,125,7,11,4
false,9fdbd9f6a3e2843ab4839aefecdf107fd1e80dcf,266,339,true,1,1,1,7,4,11,3,2,16,5
false,a17d0fda292791807e0814cb9f5615e0562ef680,134,208,true,3,6,1,21,46,67,-25,8,15,3
false,a1f862629c223b675a31c4ba9fb7e07c27279090,2522,97,true,6,8,3,40,12,52,28,9,15,2
false,a2349c2c59d2d028a155530fbdc9992fa5956478,2351,215,false,1,1,1,2,5,7,-3,3,11,3
