degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
2,d52dc3b740e778bbab60b2a7b5715ec44f31c10b,3698,8,false,1,1,1,1,1,2,0,1,15,2
2,d5e202d7554f79a7a7d670e371486d66a9f75c9d,3542,4,false,1,1,1,6,3,9,3,2,9,6
2,d7f9b1ee76320dd9fc1e9992b4b75773718614bb,3570,13,true,4,4,1,7,9,16,-2,8,12,3
2,d946659520bd95a757a843bec63a93ba80272751,991,11,false,2,4,1,61,13,74,48,5,21,4
2,dcf78961724abf97fea9e768cca02ba65146b324,3510,1,true,1,1,1,4,1,5,3,2,18,3
2,dd0782990be15fbaf91f393591cadd4c67eb6931,1162,33,false,3,3,1,24,6,30,18,6,15,7
2,de44917e62c6ccadb2ae4cf62009f3fa0ad71827,891,3,false,1,1,1,43,6,49,37,3,14,1
2,df442b9b6ade46dedbc4b44ec1f085b6d4958c9b,994,5,false,1,1,1,21,15,36,6,7,15,3
2,e136227ee6446777a94dfa3fc75159c8cf2ffd02,1049,7,true,1,1,1,4,1,5,3,1,11,1
2,e28594952b7e9e0c7eeced17142484ceb0d5d84b,3520,0,true,1,1,1,19,2,21,17,4,10,5
2,e4358ae6b8a8028de980f4fd41f0c93d3dbb40b2,1006,14,false,1,1,1,20,12,32,8,9,15,5
2,e81368af0632b28a7ba54be49142e2b5bf78d14b,3554,0,false,1,1,1,70,84,154,-14,15,16,4
2,e83fb821d512456113a5e16b21ddb5c5458d9e79,1019,16,false,1,2,1,20,6,26,14,8,12,3
2,e8b5c9ccae21bb48f536f44232df0a2a7fe4e0e5,1136,15,false,1,1,1,7,3,10,4,2,6,3
2,ed6df98653ffff0838dcb7c21d6e32dd9d159c7f,3781,13,true,2,5,1,330,196,526,134,17,18,6
2,ef76907422d74ba9a37347c4fa0dde9975f307b7,1107,21,false,2,3,1,30,3,33,27,4,11,2
2,f0a3f849f7d0e028eb97e672a3cbf52648b98617,3517,0,false,1,1,1,2,2,4,0,2,9,5
2,f175ce06535e748b7df9b1bc8eb7c028d41780bc,3730,10,false,1,1,1,69,27,96,42,12,17,1
2,f1d4f813ed6404b83d539a5f68166bea89fc95df,0,16,false,1,2,1,22,1,23,21,2,14,1
2,f23d68b42fd71674fee6623f6779d70b6849da21,1078,11,true,2,2,1,2,39,41,-37,4,9,6
2,f4074a8811c1878a01bdfaee1159a19612888177,3705,3,false,1,1,1,4,4,8,0,2,11,7
2,f40a3f34b17633b884f3d35dc2eb43d0810a0cfa,906,17,true,1,1,1,12,1,13,11,3,20,5
2,f7a38815363fbf67de0ddd819119808aee386543,3619,6,true,1,2,1,25,1,26,24,3,16,2
2,f94b563bcd64840a9978204e75812ed182830990,1069,19,false,1,1,1,58,57,115,1,5,7,5
2,f96a8e595171a5ed75a05ea16da07647de54ca64,3544,4,false,5,6,1,49,2,51,47,14,12,6
2,fa4e15e198911b8b5666a8062b0a5ac41b1aafa5,850,2,false,1,1,1,39,13,52,26,8,18,7
2,fabefba79185ce7ec143d911ae86f5ab8bb08845,868,5,false,1,1,1,1,1,2,0,1,20,5
2,faf8b76b5a5487b0308ebe021f45461881b2c568,3540,4,true,1,1,1,8,5,13,3,1,8,6
2,fb538ea532d2d0e31748f04634259ebfc3c9ced1,3789,13,false,14,37,1,1103,984,2087,119,89,18,3
2,fb619f23947aab158a11730e00f4dbd490093669,4,4,false,1,5,1,383,37,420,346,16,10,4
2,fc2e6916d996f6f1b16f9478c1c9213007fcbd20,1052,0,true,1,1,1,3,1,4,2,1,21,7
2,fc6213604dc3a1a596b5a6fb25fd9cf0759e0fc7,903,0,false,1,1,1,10,2,12,8,3,13,5
2,fd776274c91e338af1364b75fae48547c8214c45,3593,10,true,1,1,1,18,8,26,10,3,17,2
2,fde13d96f92e9388869edb3ba80afe212d082fd4,70,15,false,1,2,1,36,0,36,36,2,16,2
2,feb8d101bddc032cf55d6c63bc1020ac6930e30a,851,1,false,1,1,1,6,4,10,2,5,6,2
2,fef838f197ca42189f9760c4927993abd9055c01,3538,4,false,1,1,1,17,14,31,3,1,1,6
