# 1 Added members to the execution of scenario Entry point for DispatcherForwardTest.testContentCanBeReadViaInputStreamAfterForwardWithoutQuery
Name;Average;N
org.eclipse.jetty.servlet.Source$Origin.values();8599.4;10
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);1360.12;50
org.eclipse.jetty.io.AbstractEndPoint.close();80571.8;10
org.eclipse.jetty.io.AbstractEndPoint.onOpen();26055.7;10
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);1.00973023E7;10
org.eclipse.jetty.util.Loader.getResource(java.lang.String);142446.4;20
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);2359.766666666667;30
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);281372.0;50
org.eclipse.jetty.io.AbstractEndPoint$State(java.lang.String,int);834.4666666666667;60
org.eclipse.jetty.io.AbstractEndPoint$State.values();8935.2;10
org.eclipse.jetty.io.AbstractEndPoint.isOpen();30993.06;50
org.eclipse.jetty.server.Server.setErrorHandler(org.eclipse.jetty.server.handler.ErrorHandler);460155.8;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);12763.416666666668;60
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);1693.0666666666666;30
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);134539.88;50
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);1521.5666666666666;30
org.eclipse.jetty.servlet.ServletHandler.isFilterChainsCached();3317.5;10
org.eclipse.jetty.util.URIUtil.encodePath(java.lang.String);46830.7;10
org.eclipse.jetty.io.AbstractEndPoint.close(java.lang.Throwable);18336.8;10
org.eclipse.jetty.util.component.ContainerLifeCycle.updateBean(java.lang.Object,java.lang.Object);198958.4;10
org.eclipse.jetty.http.pathmap.PathSpecGroup(java.lang.String,int);822.2333333333333;60
# 30 Added members to the execution of scenario Entry point for DefaultServletTest.testRangeRequests
Name;Average;N
Entry point for DefaultServletTest.testRangeRequests;4.94718336E7;10
68
Name;Average;N
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);1335.9;10
org.eclipse.jetty.http.HttpField.getValue();104.54150943396223;530
org.eclipse.jetty.util.Utf8StringBuilder(int);595.5;100
org.eclipse.jetty.http.HttpParser.setState(org.eclipse.jetty.http.HttpParser.State);131.10803571428588;2240
org.eclipse.jetty.http.HttpParser.setResponseStatus(int);1154.0399999999997;100
org.eclipse.jetty.util.ByteArrayOutputStream2();576.53;100
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler);593.99;100
org.eclipse.jetty.http.HttpParser.convertContentLength(java.lang.String);2296.17;100
org.eclipse.jetty.http.HttpParser.setHeadResponse(boolean);568.3999999999999;100
org.eclipse.jetty.http.HttpVersion.lookAheadGet(java.nio.ByteBuffer);12995.55;100
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpTokens$EndOfContent();1070.37;100
org.eclipse.jetty.http.HttpField.getName();101.88113207547173;530
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();585.8;10
org.eclipse.jetty.http.HttpParser.takeString();385.14655172413813;580
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.parsedHeader(org.eclipse.jetty.http.HttpField);158.9754716981132;530
org.eclipse.jetty.http.HttpParser.parseHeaders(java.nio.ByteBuffer);1008318.4599999997;100
org.eclipse.jetty.util.thread.Locker$UnLock.close();9339.756302521011;238
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler,int,org.eclipse.jetty.http.HttpCompliance);18076.64;100
org.eclipse.jetty.http.HttpParser.parsedHeader();50028.45396825372;630
org.eclipse.jetty.http.pathmap.PathMappings();207431.90000000002;10
org.eclipse.jetty.util.ArrayTrie.getBest(java.nio.ByteBuffer,int,int);7831.128301886796;530
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);42037.8;10
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();4183.565656565656;99
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);642.8;10
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();342.00501253132836;399
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String);4613684.220000001;100
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$State();73.84597719353849;12628
org.eclipse.jetty.util.BufferUtil.isEmpty(java.nio.ByteBuffer);863.3680000000002;375
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);13323.9;10
org.eclipse.jetty.http.HttpVersion.asString();547.37;100
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.content(java.nio.ByteBuffer);578.5869565217391;138
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);584.8;10
org.eclipse.jetty.http.HttpParser.compliance();4679.15;100
org.eclipse.jetty.servlet.Source.getOrigin();597.8;10
org.eclipse.jetty.http.HttpParser.parseNext(java.nio.ByteBuffer);918346.5217391303;138
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);516.46;100
org.eclipse.jetty.util.ByteArrayOutputStream2.getCount();1180.8550000000012;200
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.startResponse(org.eclipse.jetty.http.HttpVersion,int,java.lang.String);1458.05;100
org.eclipse.jetty.http.HttpParser.parseLine(java.nio.ByteBuffer);148302.99;100
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.waitForResponse(boolean,long,java.util.concurrent.TimeUnit);4105339.91;100
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.messageComplete();616.42;100
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$CharState();71.04707668944587;13170
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.headerComplete();724.95;100
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();1173.5;10
org.eclipse.jetty.io.AbstractEndPoint.isOpen();4722.903333333338;300
org.eclipse.jetty.http.pathmap.PathSpec();487.8;10
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String,boolean,long,java.util.concurrent.TimeUnit);4603261.8100000005;100
org.eclipse.jetty.http.HttpParser.quickStart(java.nio.ByteBuffer);43720.12;100
org.eclipse.jetty.io.ByteArrayEndPoint.waitForOutput(long,java.util.concurrent.TimeUnit);1960718.0072463767;138
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);687.0;10
org.eclipse.jetty.http.HttpVersion.lookAheadGet(byte[],int,int);2523.4;100
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpHeader();177.60754716981128;530
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);7128.8;10
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);25040.269999999997;100
org.eclipse.jetty.util.ArrayTrie.getBest(int,byte[],int,int);1980.388288288287;1110
org.eclipse.jetty.http.HttpParser.next(java.nio.ByteBuffer);1548.5250569476116;13170
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);6790.7;10
org.eclipse.jetty.io.AbstractEndPoint.onOpen();2395.55;100
org.eclipse.jetty.http.HttpField.getHeader();97.7679245283019;530
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1(org.eclipse.jetty.server.LocalConnector.LocalEndPoint);634.4;100
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);28657.1;10
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);885.3;10
org.eclipse.jetty.util.ByteArrayOutputStream2.getBuf();665.1600000000001;100
org.eclipse.jetty.http.HttpParser.parseContent(java.nio.ByteBuffer);20396.065217391304;138
org.eclipse.jetty.http.HttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String,java.lang.String);115.39583333333324;480
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);1572.9;10
org.eclipse.jetty.util.Utf8Appendable(java.lang.Appendable);728.0699999999999;100
org.eclipse.jetty.util.thread.Locker$Lock();610.76;100
# 31 Added members to the execution of scenario Entry point for DefaultServletTest.testWelcomeServlet
Name;Average;N
Entry point for DefaultServletTest.testWelcomeServlet;3.058936516E8;10
87
Name;Average;N
org.eclipse.jetty.util.ArrayTrie.put(java.lang.String,java.lang.Object);4261.5705128205145;1560
org.eclipse.jetty.http.pathmap.PathSpec();387.5;30
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler,int,org.eclipse.jetty.http.HttpCompliance);730528.98;50
org.eclipse.jetty.http.HttpVersion.lookAheadGet(byte[],int,int);3626.9000000000005;50
org.eclipse.jetty.http.HttpParser$State.values();9853.5;10
org.eclipse.jetty.http.HttpField(org.eclipse.jetty.http.HttpHeader,org.eclipse.jetty.http.HttpHeaderValue);1320.0333333333333;30
org.eclipse.jetty.http.Http1FieldPreEncoder.getEncodedField(org.eclipse.jetty.http.HttpHeader,java.lang.String,java.lang.String);21163.605555555558;540
org.eclipse.jetty.util.AbstractTrie.put(java.lang.Object);36537.775641025626;1560
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();597.15;20
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);498.6666666666667;30
org.eclipse.jetty.util.ArrayTrie.getBest(java.nio.ByteBuffer,int,int);32920.20434782609;230
org.eclipse.jetty.http.HttpParser.parseContent(java.nio.ByteBuffer);58107.9;50
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);206603.5;20
org.eclipse.jetty.http.HttpVersion.asString();656.78;50
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String);5.42772762E7;50
org.eclipse.jetty.http.HttpParser.setState(org.eclipse.jetty.http.HttpParser.State);842.1232323232327;990
org.eclipse.jetty.http.HttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String,java.lang.String);511.83275862068945;1740
org.eclipse.jetty.http.HttpVersion.lookAheadGet(java.nio.ByteBuffer);38793.13999999999;50
org.eclipse.jetty.http.HttpField.getName();361.554748603352;1790
org.eclipse.jetty.util.Utf8Appendable(java.lang.Appendable);1710.72;50
org.eclipse.jetty.http.HttpField.toString();14477.862179487189;1560
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);4632.366666666667;30
org.eclipse.jetty.http.HttpParser.setHeadResponse(boolean);1618.2400000000002;50
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1(org.eclipse.jetty.server.LocalConnector.LocalEndPoint);1605.5199999999998;50
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.messageComplete();1339.6399999999999;50
org.eclipse.jetty.http.HttpHeader.getBytesColonSpace();310.8092592592592;1080
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.parsedHeader(org.eclipse.jetty.http.HttpField);761.0478260869564;230
org.eclipse.jetty.http.pathmap.PathSpec.getSuffix();3779.0;10
org.eclipse.jetty.util.thread.Locker$Lock();695.94;50
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();4703.015306122448;196
org.eclipse.jetty.http.HttpParser.parsedHeader();35020.225;280
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);62783.76666666667;30
org.eclipse.jetty.io.AbstractEndPoint.isOpen();16381.833333333334;150
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.content(java.nio.ByteBuffer);1405.96;50
org.eclipse.jetty.util.BufferUtil.isEmpty(java.nio.ByteBuffer);2116.1164383561645;146
org.eclipse.jetty.util.ByteArrayOutputStream2.getCount();950.61;100
org.eclipse.jetty.io.AbstractEndPoint$State.values();9184.4;10
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpHeader();7502.665217391306;230
org.eclipse.jetty.util.ArrayTrie.getBest(int,byte[],int,int);11594.049056603772;530
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$State();551.5489224137934;4640
org.eclipse.jetty.http.HttpHeader.values();3173.15;20
org.eclipse.jetty.http.HttpParser.takeString();2419.74347826087;230
org.eclipse.jetty.http.HttpHeaderValue.asString();1177.2666666666667;30
org.eclipse.jetty.util.ArrayTrie(int);28701.0;10
org.eclipse.jetty.http.HttpField.getValue();360.0424581005584;1790
org.eclipse.jetty.http.HttpParser.compliance();8890.1;50
org.eclipse.jetty.http.HttpHeader.asString();324.34523809523785;2100
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);596.35;20
org.eclipse.jetty.http.HttpParser.parseNext(java.nio.ByteBuffer);3636929.44;50
org.eclipse.jetty.io.AbstractEndPoint.onOpen();13451.94;50
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.waitForResponse(boolean,long,java.util.concurrent.TimeUnit);4.5933852260000005E7;50
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.startResponse(org.eclipse.jetty.http.HttpVersion,int,java.lang.String);2041.8200000000002;50
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);479012.5;20
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler);1217.5;50
org.eclipse.jetty.http.PreEncodedHttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String,java.lang.String);41397.25925925926;540
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);432.95;20
org.eclipse.jetty.http.HttpParser$State(java.lang.String,int);381.14000000000004;250
org.eclipse.jetty.io.AbstractEndPoint$State(java.lang.String,int);1027.2166666666665;60
org.eclipse.jetty.http.HttpParser.parseLine(java.nio.ByteBuffer);640307.46;50
org.eclipse.jetty.http.HttpParser.quickStart(java.nio.ByteBuffer);148184.7;50
org.eclipse.jetty.util.ByteArrayOutputStream2.getBuf();623.5;50
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();9500.826086956522;46
org.eclipse.jetty.http.pathmap.PathMappings();318580.85;20
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();423.56666666666666;30
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpTokens$EndOfContent();743.42;50
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$CharState();520.4679671457902;4870
org.eclipse.jetty.http.HttpParser$CharState(java.lang.String,int);1374.6;40
org.eclipse.jetty.io.ByteArrayEndPoint.waitForOutput(long,java.util.concurrent.TimeUnit);3.49948068E7;50
org.eclipse.jetty.http.HttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String);322.85858585858597;990
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String,boolean,long,java.util.concurrent.TimeUnit);5.4250772919999994E7;50
org.eclipse.jetty.util.Utf8StringBuilder(int);1590.48;50
org.eclipse.jetty.util.thread.Locker$UnLock.close();25193.559999999994;100
org.eclipse.jetty.servlet.Source.getOrigin();486.65;20
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);552.88;50
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);484.9;20
org.eclipse.jetty.http.HttpParser.convertContentLength(java.lang.String);13988.18;50
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);67138.46666666666;30
org.eclipse.jetty.util.ByteArrayOutputStream2();1011.02;50
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);2662.866666666667;30
org.eclipse.jetty.http.HttpParser.next(java.nio.ByteBuffer);9696.225872689936;4870
org.eclipse.jetty.http.HttpParser.setResponseStatus(int);1492.3;50
org.eclipse.jetty.http.PreEncodedHttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String);329.89444444444445;540
org.eclipse.jetty.http.HttpField.getHeader();548.8478260869566;230
org.eclipse.jetty.http.HttpParser.parseHeaders(java.nio.ByteBuffer);2700202.38;50
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.headerComplete();1495.0;50
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);2368223.84;50
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);365694.4;30
# 32 Added members to the execution of scenario Entry point for ServletHandlerTest.testDuplicateMappingsWithDefaults
Name;Average;N
Entry point for ServletHandlerTest.testDuplicateMappingsWithDefaults;2.34578709E7;10
37
Name;Average;N
org.eclipse.jetty.util.log.StdErrLog.newLogger(java.lang.String);324141.3;10
org.eclipse.jetty.util.log.Log.getLogger(java.lang.String);470329.3;10
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);679957.7;10
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);14293.2;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();20937.5;10
org.eclipse.jetty.util.log.AbstractLogger();752.5;10
org.eclipse.jetty.http.pathmap.PathSpecGroup.values();5577.8;20
org.eclipse.jetty.http.pathmap.PathSpec();3024.9;10
org.eclipse.jetty.util.log.StdErrLog(java.lang.String,java.util.Properties);224752.2;10
org.eclipse.jetty.util.log.StdErrLog(java.lang.String);731.1;10
org.eclipse.jetty.util.log.AbstractLogger.lookupLoggingLevel(java.util.Properties,java.lang.String);95578.4;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);41944.3;10
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();4005.0;10
org.eclipse.jetty.util.log.AbstractLogger.condensePackageString(java.lang.String);34874.6;10
org.eclipse.jetty.util.log.Log.initialized();2594.9;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.isWildcardMatch(java.lang.String);49973.6;10
org.eclipse.jetty.util.log.StdErrLog.getLoggingLevel(java.util.Properties,java.lang.String);113183.3;10
org.eclipse.jetty.http.pathmap.PathMappings.getMatch(java.lang.String);739203.4;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);13837.3;10
org.eclipse.jetty.http.pathmap.MappedResource.getResource();3483.5;10
org.eclipse.jetty.util.log.Log.getLoggers();2333.5;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.matches(java.lang.String);109263.9;10
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();37047.6;20
org.eclipse.jetty.util.log.StdErrLog.setPrintLongNames(boolean);765.8;10
org.eclipse.jetty.http.pathmap.PathMappings();7219331.4;10
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);1806966.1;10
org.eclipse.jetty.util.log.AbstractLogger.getLoggingProperty(java.util.Properties,java.lang.String,java.lang.String);7355.45;20
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);4484.2;10
org.eclipse.jetty.util.log.Log.getLogger(java.lang.Class);490582.3;10
org.eclipse.jetty.http.pathmap.PathSpecGroup(java.lang.String,int);801.9333333333333;60
org.eclipse.jetty.util.log.AbstractLogger.getLogger(java.lang.String);426748.7;10
org.eclipse.jetty.http.pathmap.MappedResource.getPathSpec();2274.3;20
org.eclipse.jetty.util.log.AbstractLogger.getLevelId(java.lang.String,java.lang.String);1831.325;40
org.eclipse.jetty.util.log.Log.getMutableLoggers();709.1;10
org.eclipse.jetty.util.log.AbstractLogger.isBlank(java.lang.String);2723.8;20
org.eclipse.jetty.http.pathmap.PathSpec.getGroup();2683.9;10
org.eclipse.jetty.util.log.StdErrLog.getName();726.8;10
# 33 Added members to the execution of scenario Entry point for DefaultServletRangesTest.testNoRangeRequests
Name;Average;N
Entry point for DefaultServletRangesTest.testNoRangeRequests;2.532929764E8;10
12
Name;Average;N
org.eclipse.jetty.util.thread.Locker$Lock();458.1;10
org.eclipse.jetty.util.thread.Locker$UnLock.close();36187.26666666666;30
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);1.18668341E7;10
org.eclipse.jetty.io.AbstractEndPoint.onOpen();37789.0;10
org.eclipse.jetty.io.AbstractEndPoint.isOpen();50603.88;50
org.eclipse.jetty.io.AbstractEndPoint$State.values();8794.6;10
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);549.5;10
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();13426.9;70
org.eclipse.jetty.io.AbstractEndPoint.close(java.lang.Throwable);34101.7;10
org.eclipse.jetty.io.AbstractEndPoint.close();102467.9;10
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();67794.1;10
org.eclipse.jetty.io.AbstractEndPoint$State(java.lang.String,int);738.6833333333333;60
# 34 Added members to the execution of scenario Entry point for ServletContextHandlerTest.testFindContainer
Name;Average;N
Entry point for ServletContextHandlerTest.testFindContainer;5.4321182E7;10
57
Name;Average;N
org.eclipse.jetty.server.session.SessionContext.canonicalizeContextPath(org.eclipse.jetty.server.handler.ContextHandler.Context);34482.7;10
org.eclipse.jetty.server.session.HouseKeeper.setIntervalSec(long);3222516.2;10
org.eclipse.jetty.util.DateCache$Tick(long,java.lang.String);671.0;1
org.eclipse.jetty.servlet.Source.getOrigin();639.4;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);1637.7;10
org.eclipse.jetty.server.session.AbstractSessionDataStore.doStart();7162.3;10
org.eclipse.jetty.server.session.SessionHandler.setSessionTrackingModes(java.util.Set);7388.8;10
org.eclipse.jetty.server.handler.ContextHandler.access$5(org.eclipse.jetty.server.handler.ContextHandler);723.35;20
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);640.8;10
org.eclipse.jetty.servlet.ServletHandler.isFilterChainsCached();603.8;10
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);725.0;10
org.eclipse.jetty.server.session.SessionHandler$CookieConfig(org.eclipse.jetty.server.session.SessionHandler);533.9;10
org.eclipse.jetty.http.pathmap.PathMappings();43683.4;10
org.eclipse.jetty.server.session.AbstractSessionCache.doStart();112150.2;10
org.eclipse.jetty.util.ConcurrentHashSet();2699.3;10
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);34729.0;10
org.eclipse.jetty.server.session.DefaultSessionIdManager.doStart();4148918.0;10
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();863.5;10
org.eclipse.jetty.util.URIUtil.encodePath(java.lang.StringBuilder,java.lang.String,int);1970.8;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);9694.9;10
org.eclipse.jetty.server.session.DefaultSessionCache(org.eclipse.jetty.server.session.SessionHandler);14795.9;10
org.eclipse.jetty.server.session.DefaultSessionIdManager.getWorkerName();661.1;10
org.eclipse.jetty.server.session.DefaultSessionIdManager.getServer();753.4;10
org.eclipse.jetty.util.URIUtil.encodePath(java.lang.String);10243.6;10
org.eclipse.jetty.server.session.AbstractSessionDataStore.initialize(org.eclipse.jetty.server.session.SessionContext);4237.8;10
org.eclipse.jetty.server.session.AbstractSessionDataStore();670.7;10
org.eclipse.jetty.http.pathmap.PathSpec();583.1;10
org.eclipse.jetty.server.session.AbstractSessionCache.initialize(org.eclipse.jetty.server.session.SessionContext);5718.0;10
org.eclipse.jetty.server.session.AbstractSessionCache(org.eclipse.jetty.server.session.SessionHandler);818.2;10
org.eclipse.jetty.server.session.HouseKeeper.findScheduler();160922.2;10
org.eclipse.jetty.server.session.HouseKeeper.doStart();3239247.3999999994;10
org.eclipse.jetty.server.session.HouseKeeper.startScavenging();3040439.7;10
org.eclipse.jetty.server.session.SessionContext(java.lang.String,org.eclipse.jetty.server.handler.ContextHandler.Context);158158.2;10
org.eclipse.jetty.server.session.AbstractSessionCache.setSessionDataStore(org.eclipse.jetty.server.session.SessionDataStore);63032.4;10
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);41319.9;10
org.eclipse.jetty.server.session.SessionContext.canonicalizeVHost(org.eclipse.jetty.server.handler.ContextHandler.Context);14668.0;10
org.eclipse.jetty.server.session.DefaultSessionIdManager(org.eclipse.jetty.server.Server);764.4;10
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);713.7;10
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);660.6;10
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();953.3;10
org.eclipse.jetty.server.session.HouseKeeper.setSessionIdManager(org.eclipse.jetty.server.SessionIdManager);623.2;10
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler();477.05;20
org.eclipse.jetty.server.session.DefaultSessionIdManager.initRandom();68266.6;10
org.eclipse.jetty.util.DateCache.formatTick(long);84882.0;1
org.eclipse.jetty.server.handler.ContextHandler$Context.getContextPath();23540.6;10
org.eclipse.jetty.server.session.HouseKeeper();770.7;10
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);1801.5;10
org.eclipse.jetty.server.handler.ErrorHandler();985.2;10
org.eclipse.jetty.server.Server.setErrorHandler(org.eclipse.jetty.server.handler.ErrorHandler);74441.6;10
org.eclipse.jetty.server.session.NullSessionDataStore();491.3;10
org.eclipse.jetty.server.session.SessionContext.canonicalize(java.lang.String);1242.7;10
org.eclipse.jetty.servlet.ServletHandler.isEnsureDefaultServlet();720.5;10
org.eclipse.jetty.server.session.HouseKeeper.getIntervalSec();1019.3;10
org.eclipse.jetty.server.session.SessionHandler.setSessionCache(org.eclipse.jetty.server.session.SessionCache);89048.9;10
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);7912.4;10
org.eclipse.jetty.server.session.HouseKeeper$Runner(org.eclipse.jetty.server.session.HouseKeeper);547.8;10
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);13452.6;10
# 35 Added members to the execution of scenario Entry point for DefaultServletTest.testListingProperUrlEncoding
Name;Average;N
Entry point for DefaultServletTest.testListingProperUrlEncoding;1.37252474E7;10
70
Name;Average;N
org.eclipse.jetty.http.HttpParser.setState(org.eclipse.jetty.http.HttpParser.State);129.23030303030302;330
org.eclipse.jetty.io.AbstractEndPoint.onOpen();2741.45;20
org.eclipse.jetty.util.ByteArrayOutputStream2.getCount();432.55;40
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);41534.4;20
